OverallStatus,BriefSummary,Condition,HealthyVolunteers,DurationDays,InterventionType,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Completed,The purpose of this study is to determine the fungicidal efficacy of nitric oxide releasing solution footbath and it's effect on the clinical signs and symptoms associated with Tinea Pedis,Tinea Pedis,Accept,192.0,Drug,Phase 2,All,Treatment,Single Group Assignment,Canada,Randomized,20.0,2,elderly-adults,0.0
Completed,The main objective of this study is to compare subject's compliance and satisfaction for two modes of treatment of toenails infection (Onychomycosis) with Loceryl Nail Lacquer (Loceryl NL) and Ciclopirox Nail Lacquer (Ciclopirox NL).,Foot Dermatoses,No,274.0,Drug,Phase 4,All,Treatment,Parallel Assignment,Germany,Randomized,20.0,2,elderly-adults,0.0
Completed,A study to determine if a three-treatment protocol with the RenewalNail™ plasma treatment system over a week will result in mycological cure and/or clear nail growth on the treated hallux toe.,Onychomycosis of Toenail|Onychomycosis,No,368.0,Device,Not Applicable,All,Treatment,Single Group Assignment,United States,SingleArmNA,5.0,1,elderly-adults,0.0
Completed,Early feasibility study to determine if a three-treatment protocol with the RenewalNail™ plasma treatment system over a week will result in mycological cure and/or clear nail growth on the treated hallux toe.,Onychomycosis Due to Trichophyton Rubrum|Onychomycosis Due to Trichophyton Mentagrophytes,No,486.0,Device,Not Applicable,All,Treatment,Single Group Assignment,United States,SingleArmNA,26.0,1,elderly-adults,1.0
Completed,The purpose of this pharmacokinetic (PK) and pharmacodynamic (PD) study is:||To study the rate and duration of serum cidal activity of caspofungin (CFG) and micafungin (MFG) against Candida isolates from the subject and against Candida glabrata with varying degrees of caspofungin susceptibilities.||This investigation will provide clinicians information supporting the use of caspofungin and micafungin in situations where Candida strains may be a cause of infection.,Candidemia,No,516.0,Drug,Phase 4,All,Treatment,Parallel Assignment,United States,Randomized,21.0,3,elderly-adults,2.0
Completed,Clinical Study to Evaluate the Therapeutic Equivalence of Ketoconazole Cream 2% in the Treatment of Tinea Pedis,Tinea Pedis,No,154.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Saint Lucia,United States,Belize",Randomized,831.0,3,elderly-adults,0.0
Completed,"To evaluate the therapeutic equivalence of the Test formulation, econazole nitrate cream, 1% to the Reference product, econazole nitrate cream, 1% in the treatment of tinea pedis.||To demonstrate the superiority of the Test and Reference (active) treatments over Placebo treatment in patients with tinea pedis.||To compare the safety of Test, Reference and Placebo treatments in patients with tinea pedis.",Tinea Pedis,No,247.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,876.0,2,elderly-adults,0.0
Completed,"This study will examine how Jublia affects dermatophytomas, which are difficult to treat with other therapeutic options.",Onychomycosis|Dermatophytosis,Accept,1034.0,Drug,Phase 4,Female,Treatment,Single Group Assignment,United States,SingleArmNA,19.0,1,elderly-adults,0.0
Completed,"The objective of this study is to evaluate the pharmacokinetics of luliconazole cream 1%, as measured by circulating plasma levels of luliconazole, when maximal quantity of luliconazole cream 1% is applied to participants of 12 years to less than (<) 18 years of age with moderate to severe inter-digital tinea pedis or tinea cruris.",Tinea Pedis|Tinea Cruris,No,147.0,Drug,Phase 4,All,Treatment,Parallel Assignment,"Honduras,Dominican Republic",Non-Randomized,30.0,1,childTeen,0.0
Completed,"This is an open-label, maximal use study to evaluate whether luliconazole in plasma acts as an inhibitor of cytochrome P2C19 (CYP2C19) as measured by circulating levels of omeprazole before and after treatment with a maximum dose of luliconazole cream 1% in participants with moderate to severe tinea pedis and tinea cruris.",Tinea Pedis|Tinea Cruris,No,57.0,Drug,Phase 4,All,Treatment,Single Group Assignment,United States,SingleArmNA,20.0,2,elderly-adults,0.0
Completed,This study is being done to see how the body is affected when a study drug is applied to both feet if the subject has athlete's foot or to both feet and the groin area if the subject has both athlete's foot and jock itch. Safety of the drug and how well the drug works will also be measured.,Tinea Pedis|Tinea Cruris,No,396.0,Drug,Phase 4,All,Treatment,Parallel Assignment,"United States,Honduras,Dominican Republic",Non-Randomized,56.0,4,elderly-childTeen,0.0
Completed,This study will compare the efficacy and safety of a single dose of terbinafine film forming solution 1% with a single dose of placebo film forming solution in the treatment of tinea pedis.,Tinea Pedis,No,184.0,Drug,Phase 3,All,Treatment,Parallel Assignment,China,Randomized,290.0,2,elderly-adults,0.0
Completed,This is a study of the safety and efficacy of topical Econazole Nitrate Foam 1% and the foam vehicle in subjects with interdigital tinea pedis (athlete's foot between the toes). This is a 6 week study which has a 4 week treatment period and a 2 week follow-up evaluation.,Tinea Pedis|Athlete's Foot,No,458.0,"Other,Drug",Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,264.0,2,elderly-childTeen,1.0
Completed,"To demonstrate comparable safety and efficacy of Taro Pharmaceuticals Inc. butenafine hydrochloride cream 1% (test product) and Lotrimin Ultra® cream (reference listed drug) in the treatment of interdigital tinea pedis, and to show the superiority of the active treatments over that of the placebo (vehicle).",Tinea Pedis,No,183.0,Drug,Phase 1,All,Treatment,Parallel Assignment,"United States,Belize",Randomized,548.0,3,elderly-childTeen,3.0
Completed,"The objectives of this study were to demonstrate comparable safety and efficacy of Ciclopirox Olamine Topical Suspension (Test Product) and Ciclopirox Topical Suspension 0.77% (Reference Product) in the treatment of subjects with tinea pedis, and to show the superiority of the active treatments over that of the vehicle.",Tinea Pedis,No,304.0,Drug,Not Applicable,All,Treatment,Parallel Assignment,United States,Randomized,553.0,3,elderly-childTeen,6.0
Completed,"The objectives of this study were to demonstrate comparable safety and efficacy of Ciclopirox Olamine Cream (Test Product) and Ciclopirox Cream 0.77% (Reference Product) in the treatment of subjects with tinea pedis, and to show the superiority of the active treatments over that of the vehicle.",Tinea Pedis,No,152.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,561.0,3,elderly-childTeen,5.0
Completed,"This is a 6-week clinical study (4 weeks of treatment, once per day, plus a 2-week follow-up period) of a topical foam to treat athlete's foot. The active ingredient in the foam -- econazole nitrate 1% -- is the same active pharmaceutical ingredient in a cream that your doctor can currently prescribe to treat athlete's foot. This study will help to understand if the foam works the same as the cream to treat athlete's foot.",Tinea Pedis|Athlete's Foot,No,214.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,135.0,3,elderly-adults,0.0
Completed,"A research study to compare the safety and effectiveness of an investigational medication called NAFT-500 to placebo (no active treatment), when used in subjects with tinea cruris, also known as jock itch.",Tinea Cruris|Jock Itch,Accept,518.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Puerto Rico,United States",Randomized,334.0,2,elderly-childTeen,0.0
Completed,"A research study to compare the safety and effectiveness of an investigational medication called NAFT-500 to placebo, when used in subjects with tinea pedis (athlete's foot).",Tinea Pedis|Athlete's Foot,Accept,487.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,707.0,4,elderly-childTeen,1.0
Completed,"This phase II trial studies how well pembrolizumab works in treating patients with stage IB-IVB mycosis fungoides or Sezary syndrome that has returned after a period of improvement or has not responded to at least one type of treatment. Monoclonal antibodies, such as pembrolizumab, may block cancer growth in different ways by targeting certain cells.",Recurrent Mycosis Fungoides and Sezary Syndrome|Refractory Mycosis Fungoides and Sezary Syndrome|Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v7|Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v7|Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v7|Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v7|Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v7|Stage IVA Mycosis Fungoides and Sezary Syndrome AJCC v7|Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v7,No,1629.0,"Other,Biological",Phase 2,All,Treatment,Single Group Assignment,United States,SingleArmNA,24.0,2,elderly-adults,18.0
Completed,The Cryptococcal Optimal ART Timing (COAT) trial seeks to determine after cryptococcal meningitis (CM) whether early initiation of antiretroviral therapy (ART) prior to hospital discharge results in superior survival compared to standard initiation of ART started as an outpatient.,Cryptococcal Meningitis|HIV Infections|AIDS,No,851.0,"Biological,Drug",Phase 4,All,Treatment,Parallel Assignment,"Uganda,South Africa",Randomized,177.0,2,elderly-childTeen,102.0
Completed,"The current study is conducted to corroborate the previous observational clinical trial with more valid methods and a more clinically relevant experimental design. This study aims to compare efficacy, safety, and cost between topically administered 30% resin lacquer for the treatment of dermatophyte toenail onychomycosis and the current ""best practices"": topical 5% amorolfine and systemic terbinafine.",Onychomycosis,Accept,365.0,"Device,Drug",Phase 4,All,Treatment,Parallel Assignment,Finland,Randomized,129.0,3,elderly-adults,0.0
Completed,This is a phase III trial to determine whether adjunctive sertraline will lead to improved survival 18-week survival.||There was an initial phase I/II unmasked dose finding pharmacokinetic study of CSF concentrations in 172 persons conducted from August 2013 to August 2014. See NCT03002012.,Cryptococcal Meningitis|Fungal Meningitis,No,933.0,Drug,Phase 3,All,Treatment,Parallel Assignment,Uganda,Randomized,460.0,1,elderly-adults,488.0
Completed,The purpose of this study is to determine whether AN2690 topical solution is a safe and effective treatment for onychomycosis of the toenail.,Onychomycosis of Toenails,No,750.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"United States,Canada",Randomized,604.0,2,elderly-adults,9.0
Completed,The purpose of this study is to determine whether AN2690 topical solution is a safe and effective treatment for onychomycosis of the toenail.,Onychomycosis of Toenails,No,769.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,594.0,2,elderly-adults,20.0
Completed,"This study will evaluate the efficacy, safety and tolerability of topical 10% terbinafine hydrogen chloride applied daily versus 5% amorolfine nail lacquer applied twice a week in patients with mild to moderate toenail onychomycosis, for a total treatment duration of 48 weeks.",Onychomycosis,No,672.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Finland,Germany,France,Poland,Norway,Russian Federation,Iceland,Spain,Hungary,Turkey",Randomized,1029.0,2,elderly-childTeen,27.0
Completed,"This study is designed to assess the efficacy, safety and tolerability of a topical formulation of terbinafine solution applied daily in patients with toenail fungus. This trial will study patients with mild to moderate toenail fungus disease of the big toenail and their responses to two treatment durations, 24 or 48 weeks.",Onychomycosis,No,548.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Germany,United States,France",Randomized,526.0,4,elderly-childTeen,27.0
Completed,"This phase II trial studies how well tacrolimus and mycophenolate mofetil works in preventing graft-versus-host disease in patients who have undergone total-body irradiation (TBI) with or without fludarabine phosphate followed by donor peripheral blood stem cell transplant for hematologic cancer. Giving low doses of chemotherapy, such as fludarabine phosphate, and TBI before a donor peripheral blood stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving tacrolimus and mycophenolate mofetil after the transplant may stop this from happening.",Accelerated Phase Chronic Myelogenous Leukemia|Adult Acute Lymphoblastic Leukemia in Remission|Adult Acute Myeloid Leukemia in Remission|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Blastic Phase Chronic Myelogenous Leukemia|Childhood Acute Lymphoblastic Leukemia in Remission|Childhood Acute Myeloid Leukemia in Remission|Childhood Burkitt Lymphoma|Childhood Chronic Myelogenous Leukemia|Childhood Diffuse Large Cell Lymphoma|Childhood Immunoblastic Large Cell Lymphoma|Childhood Myelodysplastic Syndromes|Childhood Nasal Type Extranodal NK/T-cell Lymphoma|Chronic Phase Chronic Myelogenous Leukemia|Contiguous Stage II Adult Burkitt Lymphoma|Contiguous Stage II Adult Diffuse Large Cell Lymphoma|Contiguous Stage II Adult Diffuse Mixed Cell Lymphoma|Contiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Contiguous Stage II Adult Immunoblastic Large Cell Lymphoma|Contiguous Stage II Adult Lymphoblastic Lymphoma|Contiguous Stage II Grade 1 Follicular Lymphoma|Contiguous Stage II Grade 2 Follicular Lymphoma|Contiguous Stage II Grade 3 Follicular Lymphoma|Contiguous Stage II Mantle Cell Lymphoma|Contiguous Stage II Marginal Zone Lymphoma|Contiguous Stage II Small Lymphocytic Lymphoma|Cutaneous B-cell Non-Hodgkin Lymphoma|de Novo Myelodysplastic Syndromes|Essential Thrombocythemia|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Intraocular Lymphoma|Nodal Marginal Zone B-cell Lymphoma|Noncontiguous Stage II Adult Burkitt Lymphoma|Noncontiguous Stage II Adult Diffuse Large Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Mixed Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Noncontiguous Stage II Adult Immunoblastic Large Cell Lymphoma|Noncontiguous Stage II Adult Lymphoblastic Lymphoma|Noncontiguous Stage II Grade 1 Follicular Lymphoma|Noncontiguous Stage II Grade 2 Follicular Lymphoma|Noncontiguous Stage II Grade 3 Follicular Lymphoma|Noncontiguous Stage II Mantle Cell Lymphoma|Noncontiguous Stage II Marginal Zone Lymphoma|Noncontiguous Stage II Small Lymphocytic Lymphoma|Noncutaneous Extranodal Lymphoma|Peripheral T-cell Lymphoma|Polycythemia Vera|Post-transplant Lymphoproliferative Disorder|Previously Treated Myelodysplastic Syndromes|Primary Myelofibrosis|Prolymphocytic Leukemia|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Adult Acute Myeloid Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Anaplastic Large Cell Lymphoma|Recurrent Childhood Grade III Lymphomatoid Granulomatosis|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Recurrent/Refractory Childhood Hodgkin Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Hairy Cell Leukemia|Refractory Multiple Myeloma|Relapsing Chronic Myelogenous Leukemia|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|Stage I Adult Burkitt Lymphoma|Stage I Adult Diffuse Large Cell Lymphoma|Stage I Adult Diffuse Mixed Cell Lymphoma|Stage I Adult Diffuse Small Cleaved Cell Lymphoma|Stage I Adult Immunoblastic Large Cell Lymphoma|Stage I Adult Lymphoblastic Lymphoma|Stage I Adult T-cell Leukemia/Lymphoma|Stage I Childhood Anaplastic Large Cell Lymphoma|Stage I Childhood Large Cell Lymphoma|Stage I Childhood Lymphoblastic Lymphoma|Stage I Childhood Small Noncleaved Cell Lymphoma|Stage I Chronic Lymphocytic Leukemia|Stage I Cutaneous T-cell Non-Hodgkin Lymphoma|Stage I Grade 1 Follicular Lymphoma|Stage I Grade 2 Follicular Lymphoma|Stage I Grade 3 Follicular Lymphoma|Stage I Mantle Cell Lymphoma|Stage I Marginal Zone Lymphoma|Stage I Multiple Myeloma|Stage I Small Lymphocytic Lymphoma|Stage IA Mycosis Fungoides/Sezary Syndrome|Stage IB Mycosis Fungoides/Sezary Syndrome|Stage II Adult T-cell Leukemia/Lymphoma|Stage II Childhood Anaplastic Large Cell Lymphoma|Stage II Childhood Large Cell Lymphoma|Stage II Childhood Lymphoblastic Lymphoma|Stage II Childhood Small Noncleaved Cell Lymphoma|Stage II Chronic Lymphocytic Leukemia|Stage II Cutaneous T-cell Non-Hodgkin Lymphoma|Stage II Multiple Myeloma|Stage IIA Mycosis Fungoides/Sezary Syndrome|Stage IIB Mycosis Fungoides/Sezary Syndrome|Stage III Adult Burkitt Lymphoma|Stage III Adult Diffuse Large Cell Lymphoma|Stage III Adult Diffuse Mixed Cell Lymphoma|Stage III Adult Diffuse Small Cleaved Cell Lymphoma|Stage III Adult Immunoblastic Large Cell Lymphoma|Stage III Adult Lymphoblastic Lymphoma|Stage III Adult T-cell Leukemia/Lymphoma|Stage III Childhood Anaplastic Large Cell Lymphoma|Stage III Childhood Large Cell Lymphoma|Stage III Childhood Lymphoblastic Lymphoma|Stage III Childhood Small Noncleaved Cell Lymphoma|Stage III Chronic Lymphocytic Leukemia|Stage III Cutaneous T-cell Non-Hodgkin Lymphoma|Stage III Grade 1 Follicular Lymphoma|Stage III Grade 2 Follicular Lymphoma|Stage III Grade 3 Follicular Lymphoma|Stage III Mantle Cell Lymphoma|Stage III Marginal Zone Lymphoma|Stage III Multiple Myeloma|Stage III Small Lymphocytic Lymphoma|Stage IIIA Mycosis Fungoides/Sezary Syndrome|Stage IIIB Mycosis Fungoides/Sezary Syndrome|Stage IV Adult Burkitt Lymphoma|Stage IV Adult Diffuse Large Cell Lymphoma|Stage IV Adult Diffuse Mixed Cell Lymphoma|Stage IV Adult Diffuse Small Cleaved Cell Lymphoma|Stage IV Adult Immunoblastic Large Cell Lymphoma|Stage IV Adult Lymphoblastic Lymphoma|Stage IV Adult T-cell Leukemia/Lymphoma|Stage IV Childhood Anaplastic Large Cell Lymphoma|Stage IV Childhood Large Cell Lymphoma|Stage IV Childhood Lymphoblastic Lymphoma|Stage IV Childhood Small Noncleaved Cell Lymphoma|Stage IV Chronic Lymphocytic Leukemia|Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma|Stage IV Grade 1 Follicular Lymphoma|Stage IV Grade 2 Follicular Lymphoma|Stage IV Grade 3 Follicular Lymphoma|Stage IV Mantle Cell Lymphoma|Stage IV Marginal Zone Lymphoma|Stage IV Small Lymphocytic Lymphoma|Stage IVA Mycosis Fungoides/Sezary Syndrome|Stage IVB Mycosis Fungoides/Sezary Syndrome|Testicular Lymphoma|Untreated Adult Acute Lymphoblastic Leukemia|Untreated Adult Acute Myeloid Leukemia|Untreated Childhood Acute Lymphoblastic Leukemia|Untreated Childhood Acute Myeloid Leukemia and Other Myeloid Malignancies|Waldenström Macroglobulinemia,No,5204.0,"Other,Drug,Procedure,Radiation",Phase 2,All,Treatment,Parallel Assignment,"Italy,United States",Non-Randomized,150.0,7,allAges,13.0
Completed,"This phase II trial is studying the side effects and best dose of alemtuzumab when given together with fludarabine phosphate and total-body irradiation followed by cyclosporine and mycophenolate mofetil in treating patients who are undergoing a donor stem cell transplant for hematologic cancer. Giving low doses of chemotherapy, such as fludarabine phosphate, a monoclonal antibody, such as alemtuzumab, and radiation therapy before a donor stem cell transplant helps stop the growth of cancer cells. Giving chemotherapy or radiation therapy before or after transplant also stops the patient's immune system from rejecting the donor's bone marrow stem cells. The donated stem cells may replace the patient's immune cells and help destroy any remaining cancer cells (graft-versus-tumor effect). Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving cyclosporine and mycophenolate mofetil after the transplant may stop this from happening.","Acute Undifferentiated Leukemia|Adult Acute Lymphoblastic Leukemia in Remission|Adult Acute Myeloid Leukemia in Remission|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative|Childhood Acute Lymphoblastic Leukemia in Remission|Childhood Acute Myeloid Leukemia in Remission|Childhood Burkitt Lymphoma|Childhood Chronic Myelogenous Leukemia|Childhood Diffuse Large Cell Lymphoma|Childhood Immunoblastic Large Cell Lymphoma|Childhood Myelodysplastic Syndromes|Childhood Nasal Type Extranodal NK/T-cell Lymphoma|Chronic Myelomonocytic Leukemia|Chronic Phase Chronic Myelogenous Leukemia|Cutaneous B-cell Non-Hodgkin Lymphoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Intraocular Lymphoma|Juvenile Myelomonocytic Leukemia|Mast Cell Leukemia|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Nodal Marginal Zone B-cell Lymphoma|Noncutaneous Extranodal Lymphoma|Peripheral T-cell Lymphoma|Previously Treated Myelodysplastic Syndromes|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Adult Acute Myeloid Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Anaplastic Large Cell Lymphoma|Recurrent Childhood Grade III Lymphomatoid Granulomatosis|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Recurrent/Refractory Childhood Hodgkin Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Hairy Cell Leukemia|Refractory Multiple Myeloma|Relapsing Chronic Myelogenous Leukemia|Secondary Myelodysplastic Syndromes|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|Testicular Lymphoma|Waldenström Macroglobulinemia",No,3738.0,"Drug,Radiation,Other,Procedure,Biological",Phase 2,All,Treatment,Single Group Assignment,"Italy,United States",SingleArmNA,12.0,9,allAges,2.0
Completed,"This is a multicenter, open-label, non-comparative, single-arm study to evaluate the efficacy and safety of APX001 for the first-line treatment for candidemia including suspected or confirmed antifungal-resistant candidemia in non-neutropenic patients 18 yeas of age and older.||Suspicion of antifungal-resistant candidemia is sufficient (documented resistance is not required for enrollment). The Study Drug Treatment Period of APX001 will be a maximum of 14 days. After completion of 14 days study drug therapy, if further antifungal treatment is indicated to complete treatment of candidemia in accordance with standard practice guidelines, fluconazole (unless susceptibility results warrant alternative antifungal therapy) may commence for up to a further 7 days. There will be a Follow up Period of 4 weeks (+4 days) after EOT. The total duration of participation in the study is up to approximately 7.5 weeks.||This study will be conducted at approximately 20 sites in the United States and globally.",Candidemia,No,638.0,Drug,Phase 2,All,Treatment,Single Group Assignment,"Israel,Germany,United States,Spain,Belgium",SingleArmNA,21.0,1,elderly-adults,14.0
Completed,"This is a prospective study aimed at testing a strategy of early initiation of an antifungal agent to patients admitted to intensive care units (ICUs) at risk for invasive candidiasis. Score system have been developed to identify groups at very high risk for the development of candidemia/invasive candidiasis in the ICU. These scoring system have used clinical information with or without data on Candida colonization, and have shown reasonable correlation with candidemia/invasive candidiasis. More recently, a biomarker - detection of 1,3-beta-D-glucan in the serum - has been tested in the early diagnosis of candidiasis. The incorporation of biomarkers such as beta-D-glucan could help clinicians to select a group at higher risk for candidemia, and despite the fact that these tests may give false-positive results, their negative predictive value could be of great help.||Therefore, the objectives of this study are:||To assess the frequency of positive biomarkers in ICU patients at high risk to develop invasive candidiasis/candidemia;|To test the strategy of early discontinuation of antifungal therapy based on repeatedly negative blood cultures and 1,3 beta-D-glucan in the serum.",Candidemia,No,395.0,Drug,Phase 4,All,Treatment,Single Group Assignment,Brazil,SingleArmNA,85.0,1,elderly-adults,0.0
Completed,"Onychomycosis, a common pathology of the toenails, is even more prevalent among diabetic subjects. Nearly 26 million Americans suffer from diabetes, and approximately one-third of subjects with diabetes have toenail onychomycosis. Numerous studies have addressed the efficacy and safety of both topical and oral antifungal treatment options for onychomycosis in diabetic subjects. However, no study to date has specifically addressed the efficacy and safety of efinaconazole among diabetic subjects.||The objective of this noncomparative, uncontrolled study is to determine the efficacy of topical efinaconazole 10% for toenail onychomycosis among subjects with diabetes mellitus. Specific indicators to measure efficacy of treatment will be the mycological cure rate, complete cure rate, and treatment success. Furthermore, an additional goal of the study is to gain knowledge of safety in the setting of a cohort of diabetic subjects",Onychomycosis,No,582.0,Drug,Phase 3,All,Treatment,Single Group Assignment,United States,SingleArmNA,40.0,1,elderly-adults,0.0
Completed,"A Randomized, Placebo-Controlled, Double-Blind, Parallel-Group, Multi- Site Phase 2b Clinical Study to Assess the Efficacy, Safety and Tolerability of 8-Week Regimens of NVXT topical product in Patients with Mild to Moderate Onychomycosis",Onychomycosis,Accept,822.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,184.0,2,elderly-adults,1.0
Completed,"The purpose of this study is to assess the efficacy, safety and tolerability of HTS-519 Inserts in the treatment of mild to moderate toenail fungus disease of the big toenail.",Onychomycosis,No,822.0,Drug,Phase 2,All,Treatment,Single Group Assignment,United States,SingleArmNA,30.0,1,elderly-adults,2.0
Completed,"Patients admitted for autologous or allogeneic hematopoietic cell transplantation, induction-remission chemotherapy for acute myeloid leukemia, myelodysplasia or acute lymphoid leukemia, or to receive immunosuppressive therapy for aplastic anemia will be screened with dermatologic examination. In the presence of any skin lesion in the extremities, direct exam and fungal culture will be performed. If these exams indicate the presence of Fusarium species, patients will receive anti-mold azole prophylaxis",Fusariosis|Onychomycosis,No,2313.0,Drug,Not Applicable,All,Prevention,Parallel Assignment,Brazil,Non-Randomized,239.0,1,allAges,29.0
Completed,The purpose of this study is to determine whether low level laser therapy (LLLT) using the Erchonia LUNULA device is effective in increasing clear nail in toenails with onychomycosis.,Onychomycosis,No,0.0,Device,Not Applicable,All,Treatment,Single Group Assignment,United States,SingleArmNA,54.0,1,elderly-adults,0.0
Completed,"Several properties of VT-1161 suggest that it might be a safer and more effective treatment for onychomycosis of the toenail (also known as toenail fungus) than other oral antifungal medicines.||This study will evaluate the effectiveness and safety of VT-1161 for the treatment of toenail onychomycosis and consists of a screening phase, a 24-week treatment phase in which the patient will take either active drug, placebo or a combination of the 2 (according to random assignment), an initial observational phase of 36 weeks and an additional observational study extension of 9 months.||The additional 9-month observational study extension was added with a protocol amendment and patient participation was optional.",Onychomycosis,No,871.0,Drug,Phase 2,All,Treatment,Single Group Assignment,United States,Randomized,259.0,2,elderly-adults,11.0
Completed,The purpose of this study is to determine whether low level laser light therapy is effective in the treatment of toenail onychomycosis.,Onychomycosis,No,365.0,Device,Not Applicable,All,Treatment,Single Group Assignment,Ireland,SingleArmNA,109.0,1,elderly-adults,0.0
