"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 2001"
"MaxRank: 3000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
2748,"Completed","To compare the effectiveness of standard treatment with parenteral ampicillin and oral amoxicillin compared to initial daily therapy with ceftriaxone followed by 3 times weekly suppressive treatment for salmonella infections in AIDS patients.","HIV Infections|Salmonella Infections","No","Interventional",,,"Ceftriaxone sodium|Ampicillin sodium|Amoxicillin trihydrate","Drug|Drug|Drug","Not Applicable","All",,"18 Years","Treatment",,"United States",,,,
2749,"Completed","This study purposed to examine the adequate range of therapeutic concentration for Korean people by observing curative effects, side effects, blood concentration, etc. in treating CRAB-infected patients with colistin.","Acinetobacter Infections","No","Observational","May 2015","April 4, 2018","colistimethate sodium","Drug",,"All",,"18 Years",,,"Korea, Republic of",,"30",,
2750,"Unknown status","The objective of this study is to describe the pharmacokinetics of standard doses of caspofungin in critically ill patients.","Septic Shock|Fungal Infection|Critical Illness",,"Observational","February 5, 2018","September 3, 2018","Caspofungin","Drug",,"All","80 Years","18 Years",,,,,"30",,
2751,"Unknown status","Objectives: MAIN: To evaluate the parameters of microbial translocation after treatment with probiotics (Saccharomyces boulardii) in HIV+ patients and its role on immune reconstitution and the changes in gut microbiota composition.||SECONDARY OBJECTIVES: 1) To analyze the progress of immune activity markers after the administration of probiotics. 2) To determine the improvement of CD4+ lymphocytes and HIV viral load in patients after taking probiotics.||Methods: Design: A prospective randomized open controlled double-blinded trial, to be performed at a tertiary care hospital in Barcelona. Subjects: Chronic HIV infected patients. Sample size: 44 cases. They´ll be divided in 2 groups: (1) Patients with CD4 +> 400 cells / ml and undetectable viral load for more than two years (22 cases) and (2) Patients with immunodiscordancy, defined as patients with CD4 + T cells lower than 350 cells / ml despite 4-7 years of effective antiretroviral therapy. (22 cases). Intervention: Patients were randomized in 2 subgroups: (A) they´ll receive daily oral supplementation with S. boulardii for 3 months and (B) they ´ll receive placebo. Variables: bacterial lipopolisaccharide levels measured by the Lipid-Binding protein (LBP), parameters of immune activation in plasma (soluble CD14, IFN-Υ, TNF-Alpha, IL (interleukine)-2, IL-5, IL-6, IL-12)and gut microbiota composition prior to the use of probiotics (baseline), at 3 and 6 months. Immunological and clinical data. Outcome measures: quantification of bacterial translocation levels, markers of activity and immune recovery. Analysis: Comparison of variables before and after the intervention. The analysis will be performed by biological and immunological effectiveness.","HIV -1 Infection","No","Interventional","August 2012","March 2017","Probiotic.|Placebo","Dietary Supplement|Dietary Supplement","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","Spain","Randomized","44",,
2752,"Not yet recruiting","The aim of this study is to determine the effectiveness of rifabutin triple therapy for the treatment of H. pylori infection in the Israeli population. Patients with or without a prior history of H. pylori eradication failure will be randomized to receive one of three possible treatments:||Group 1-amoxicillin 1000mg bd and rifabutin 150 mg bd and esomeprazole 40 mg bd Group 2- amoxicillin 1000mg bd and rifabutin 150 mg d and esomeprazole 40 mg bd Group 3- standard of care","Helicobacter Infections|Resistance Bacterial|Gastritis H Pylori","No","Interventional","May 1, 2021","July 31, 2023","Rifabutin|Amoxicillin|Esomeprazole|Clarithromycin|Tinidazole","Drug|Drug|Drug|Drug|Drug","Phase 3","All","99 Years","18 Years","Treatment","Parallel Assignment",,"Randomized","300",,
2753,"Recruiting","COVID-19 is respiratory disease caused by the severe acute respiratory coronavirus 2 (SARS-CoV-2), a novel coronavirus which has spread rapidly across the world with over 149.9 million laboratory confirmed cases and over 3.1 million reported deaths since December 2019. Approximately 4-8% of hospitalized patients with COVID-19 have co-infection with bacterial pathogens however there is widespread and often broad-spectrum antibiotic use in these patients.||This is a prospective, multi-center, non-inferiority pragmatic clinical trial of antimicrobial stewardship prospective audit and feedback versus no antimicrobial stewardship intervention on physicians attending to patients with proven SARS-CoV-2 infection confirmed by nucleic acid testing in the preceding 2 weeks of hospitalization for acute COVID-19 pneumonia. Prospective audit and feedback is the real time review of antibacterial prescriptions and immediate feedback to prescribers to optimize antimicrobial prescriptions. Hospital beds will be stratified by COVID unit and critical care unit beds, and will be computer randomized in a 1:1 fashion into 2 arms (antimicrobial stewardship intervention versus no antimicrobial stewardship intervention) prior to study commencement at the participating site. Patients hospitalized to study-eligible beds will be followed for primary and secondary outcomes.","Covid19|COVID-19 Pneumonia|COVID-19 Lower Respiratory Infection|COVID-19 Acute Respiratory Distress Syndrome|SARS-CoV2 Infection|SARS-CoV-2 Acute Respiratory Disease","No","Interventional","March 1, 2021","January 2022","Antimicrobial stewardship prospective audit and feedback","Behavioral","Not Applicable","All",,"18 Years","Other","Parallel Assignment","Canada|Canada|Canada","Randomized","530",,
2754,"Completed","The purpose of this study is to find out whether adjunct treatment with inhaled corticosteroids lead to faster improvement and reduce mortality of children under 5 years of age admitted to hospital with ALRI.","Bacterial Pneumonia|Viral Pneumonia|Acute Asthma","No","Interventional","December 2012","January 2014","Inhaled corticosteroid|Placebo","Drug|Other","Phase 3","All","59 Months","2 Months","Supportive Care","Parallel Assignment","Uganda","Randomized","1010",,
2755,"Not yet recruiting","Combination of Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP and Isotretinoin could be promising treatment for COVID-19 infection- and Its inflammatory complications||Mahmoud ELkazzaz1||1Department of chemistry and biochemistry, Faculty of Science, Damietta University, Egypt.||_____________________________________________________________________________________________________________________________________________________________________||B38-CAP is a bacteria-derived ACE2-like enzyme that suppresses hypertension and cardiac dysfunction Angiotensin-converting enzyme 2 (ACE2) is critically involved in cardiovascular physiology and pathology, and is currently clinically evaluated to treat acute lung failure. Here we show that the B38-CAP, a carboxypeptidase derived from Paenibacillus sp. B38, is an ACE2-like enzyme to decrease angiotensin II levels in mice. In protein 3D structure analysis, B38-CAP homolog shares structural similarity to mammalian ACE2 with low sequence identity. A study demonstrated that the bacterial B38-CAP as an ACE2-like carboxypeptidase, indicating that evolution has shaped a bacterial carboxypeptidase to a human ACE2-like enzyme. Bacterial engineering could be utilized to design improved protein drugs for hypertension and heart failure. pretreatment of B38-CAP markedly down regulated a massive increase of plasma Ang II levels at 5 min after Ang II injection In addition to the currently used drugs to inhibit Ang II generation or signaling, such as ACE inhibitors or Angiotensin receptor blockers, direct down-modulation of Ang II levels by rhACE2 protein is one of the promising candidates for new therapeutic strategy in cardiovascular disease and other Ang II-related diseases, e.g. ARDS. On the other hand, although mass production of rhACE2 as a protein drug costs due to requirement of mammalian cell expression systems, B38-CAP is easily prepared with E. coli expression system and is cost effective. Therapeutic efficacy and less toxicity in mouse heart failure models would warrant further investigation of B38-CAP or other microbial carboxypeptidases in disease models. Finally the principal investigator expects that treatment with ACE2-like enzyme of bacteria B38-CAP expected to work efficiently Like human ACE2 and it will save the lung cells from COVID - 19 inhibitory effect and down regulation of ACE2 because COVID-19 binds to human ACE2 and down regulates it and this receptors is very important for lung cells survival and function So ,the principal investigator also expects that B38-CAP ACE2 like enzyme may be not recognized by COVID -19 spike protein because evolutionary it is too far away from human ace2 and human ACE2 is a real receptor of COVID -19 not ACE2 like enzyme but in the same time it will make the same function of human ACE2 In another study by Sinha et al who analyzed a publicly available Connectivity Map (CMAP) dataset of pre/post transcriptomic profiles for drug treatment in cell lines for over 20,000 small molecules, isotretinoin was the strongest down-regulator of ACE 2 receptors. On the other hand, they found 6 drugs in CMAP that are currently being investigated in clinical trials for treating COVID-19 (chloroquine, thalidomide, methylprednisolone, losartan, lopinavir and ritonavir, from clinicaltrials.gov), none of which was found to significantly alter ACE2 expression (P>0.1) Moreover, another study demonstrated that isotretinoin is a Potential papain like protease (PLpro) inhibitors which is a protein encoded by SARS-CoV-2 genes and considered one of the proteins that should be targeted in COVID-19 treatment by performing target-based virtual ligand screening . So, the principal investigator expects strong inhibition of COVID - 19 infection And rescuing the lung cells from its serious attack by treating with ACE2 like enzyme and Isotretinoin||Keywords: COVID 2019 , Isotretinoin,B38-CAP , Bacterial ACE2 receptors -like enzyme , rhACE226.","COVID","No","Interventional","July 2021","October 2021","Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2) plus Aerosolized 13 cis retinoic acid","Combination Product","Phase 1","All","60 Years","18 Years","Treatment","Parallel Assignment",,"Randomized","24",,
2756,"Recruiting","Currently there is no study investigating best skin cleaning patterns prior to cesarean deliveries. As a result, doctors perform skin preparation using random unstudied techniques. Techniques vary from Hospital to Hospital and even within the same institution. The most widely used topical skin preparation is ChloraPrep and the manufacturer has not recommended a specific pattern to be used in order to abdominally prep prior to C-sections. In addition most studies do not examine the effectiveness in the obese population. The manufacture has established a recommended dosage area of 13in x13in per ChloraPrep stick as well as timing from initial preparation until the practice reached its maximum antiseptic benefit.||Our current cesarean infection rate is very low, at just 1.6% over the last 12 months (September 2107-2018). This is significantly lower than the average cesarean section infection rate in the United States which is around 7.4% using iodine based preparations. Cesarean deliveries are one of the most common major surgeries performed in the United States, 31.9% of all births are by cesarean section. The risk of infection following a cesarean delivery is nearly 5 times that of a vaginal delivery. However, there is still no study that examines the pattern which ChloraPrep is applied to the abdomen prior to a cesarean delivery in patients with a BMI greater than 30. The pattern of skin preparation appears to be heavily related to physician training and personal bias.","Cesarean Section Complications|Wound Infection","Accepts Healthy Volunteers","Interventional","February 2, 2021","September 2022","Skin preparation patterns with ChloraPrep 2 x 26 mL single","Procedure","Not Applicable","Female",,"18 Years","Prevention","Parallel Assignment","United States","Randomized","100",,
2757,"Completed","Group A streptococcus (GAS) is a bacteria that causes many different sicknesses in children and adults. This study will look at the number of cases of pyoderma (bacterial skin infection) and scabies (skin mites that cause itching) in 550 infants 12 months or younger in Fiji. (GAS can cause pyoderma, and sometimes skin sites infested with scabies can become infected with GAS bacteria.) The study will also look at the makeup of GAS and how certain medications affect GAS. The infants will be involved in the study for approximately 1 week. Their skin will be examined for pyoderma and scabies. A swab sample will be taken from the pyoderma area to test for GAS. The researchers hope to see how often these skin infections occur and how they affect the Fijian population. The information will help the researchers to develop better treatment and possibly a vaccine to prevent infection. Infants with pyoderma that is defined as ""greater than mild"" will be referred for treatment.","Streptococcus Group A","Accepts Healthy Volunteers","Observational","February 2007","April 2007",,,,"All","12 Months",,,,"Fiji",,"550",,
2758,"Recruiting","This study is part of a series of projects to develop and test new vaccines for meningitis. Previously researchers have given nose drops containing N. lactamica to over 350 volunteers, and shown that many of them (35-60%) can become colonised with N. lactamica and become resistant to becoming colonised with N.meningitidis without causing any illness or disease. In the future the study team would like to find out how N.lactamica helps children resist N.meningitidis, and develop new vaccines that exploit that mechanism.","Meningitis, Bacterial","Accepts Healthy Volunteers","Interventional","February 1, 2019","December 31, 2021","Lyophilised Neisseria lactamica","Biological","Not Applicable","All","45 Years","18 Years","Prevention","Single Group Assignment","United Kingdom","N/A","35",,
2759,"Completed","This study will evaluate the safety and efficacy of VE303 for participants with primary C. difficile infection (pCDI) at high risk for recurrence or subjects with recurrent C. difficile infections (rCDI).","Clostridium Difficile Infection Recurrence|Clostridium Difficile Infection|Clostridium Difficile|CDI","No","Interventional","February 8, 2019","September 15, 2021","VE303|Placebo","Drug|Drug","Phase 2","All",,"18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada","Randomized","79",,
2760,"Not yet recruiting","Background & Rational:||Antibiotics are a major underpinning of modern medicine. The global rise of antimicrobial resistant (AMR) organisms is a serious world health problem. With few new antimicrobial drugs on the horizon, it is imperative that we develop novel approaches to extend the service life of our existing drugs. AMR is a complex problem that is being driven by a wide range of factors. More than half of the antibiotics prescribed have no medical benefit, and outpatient visits for uncomplicated urinary tract infections (UTIs) are a major contributor to this problem. Recent studies have shown that nearly half of people treated for UTIs receive the wrong frontline drug and in 75% of patients, the duration of therapy is inappropriate. Limitations in the current diagnostic technology make it impossible to identify UTI pathogens and measure their antibiotic sensitivities during the short out-patient clinical visits that are typical for most UTI patients. These circumstances result in the inappropriate use of stronger than necessary or inappropriate antimicrobials. The aim of this study is to develop and evaluate a system that can detect bacteria in urine and find the best antibiotic in under 4 hours, thus enabling a rapid diagnosis and use of the most appropriate and cost-effective antimicrobial agent for the agent detected.","Bacterial Urinary Tract Infection",,"Observational","September 1, 2021","May 15, 2023",,,,"All",,,,,"Canada",,"10000",,
2761,"Completed","Would rapid identification of bacteria and rapid detection of methicillin-resistant S. aureus (MRSA) and vancomycin-resistant enterococci (VRE) (using an FDA-cleared assay) in positive blood culture bottles improve patient care at Mayo Clinic Rochester (or just lead to increased cost)?","Bacteremia|Fungemia|Bloodstream Infection","No","Interventional","August 2013","August 2014","FilmArray testing|Antimicrobial Stewardship|Bacterial culture|Susceptibility testing","Device|Behavioral|Other|Other","Not Applicable","All","99 Years",,"Diagnostic","Parallel Assignment","United States","Randomized","743",,"0|0|0"
2762,"Completed","The purpose of this study is to assess the efficacy, safety and tolerability of RX-1741, an oxazolidinone, versus linezolid, another oxazolidinone, in the treatment of uncomplicated skin and skin structure infections","Infectious Skin Diseases|Bacterial Skin Diseases|Staphylococcal Skin Infections|Streptococcal Infections|Abscess","No","Interventional","December 2007","April 2008","Radezolid|Radezolid|Linezolid","Drug|Drug|Drug","Phase 2","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","150",,"0|0|0"
2763,"Not yet recruiting","COMBAT trial was contemplated to elucidate unknown clinical relevance of carbapenem heteroresistance among Klebsiella pneumoniae species. Bloodstream infections, type of frequently seen invasive infections that pathogen isolation, identification of antimicrobial resistance mechanisms can be performed efficiently, with carbapenem resistant Klebsiella pneumoniae (CRKp) and carbapenem hetero-resistant Klebsiella pneumoniae will be compared in terms of relevant clinical outcomes such as 30-day mortality rate, 14-day clinical cure rate, 7-day microbiological eradication rate and 90-day relapse/re-infection rate. In addition, underlying molecular resistance mechanisms causing carbapenem hetero-resistance among Klebsiella pneumoniae isolates will be investigated by using whole genome sequences.","Bloodstream Infection","No","Observational","April 2020","November 2021","Monotherapy and combination therapy (all antibiotics that are given by attending pysicians and can be active against Klebsiella pneumoniae will be evaluated)","Drug",,"All",,"18 Years",,,"Turkey",,"300",,
2764,"Completed","In the early years of the HIV epidemic in Africa, female sex workers (FSWs) were identified as a high-prevalence, high-incidence, core group among whom the extraordinary prevalence of other sexually transmitted infections (STIs) facilitated transmission of the virus to their clients, who then infected low-risk women not involved in the sex trade. In resource-poor settings, control of Neisseria gonorrhoeae (NG) and Chlamydia trachomatis (CT) among FSWs is difficult. The purpose of this study is to determine whether periodical antibiotic treatment (PAT) is effective in controlling these infections among West African FSWs.||The study is designed as a cluster-randomized double-blind placebo-controlled trial conducted in West Africa. The study population consists of ""seaters"" FSWs who work from their homes in well-defined areas. Clusters will be paired according to their size and demographic characteristics of FSWs and clients. Within each pair, one cluster will be randomly allocated to the intervention and the other to the placebo group.||At enrollment, participants will be interviewed, a pelvic examination performed, cervical swabs obtained for NG and CT polymerase chain reaction (PCR), and current cervicitis or vaginitis managed syndromically. Blood specimens will be obtained for HIV testing. All participants will be given free condoms and counseled on risk reduction.||Monthly follow-up will be conducted within FSW communities, alternating with clinic visits where cervical samples will be collected. Study drugs (azithromycin 1 g and ciprofloxacin 500 mg, and their identical placebos) will be distributed every month according to a predefined schedule: directly-observed intake of azithromycin at months 1, 4 and 7, and ciprofloxacin at months 2, 3, 5, 6, 8 and 9.||Data will be analyzed with SAS. The investigators will assess the time trends in NG and CT prevalence separately in both study groups using χ2-for-trend.","Neisseria Gonorrhoeae Infection|Chlamydia Trachomatis|HIV","No","Interventional","March 2001","April 2002","Monthly antibiotic|Monthly placebo","Drug|Drug","Phase 4","Female",,"18 Years","Treatment","Parallel Assignment","Benin","Randomized","636",,
2765,"Completed","The purpose of the study is to explore the microbiology in war-associated wounds of hospitalized patients from the Syrian armed conflict. Cultures collected from acute wounds with clinical signs of infection will be analyzed.","Wounds and Injuries|War-Related Injuries|Wound Infection|Wounds, Penetrating|Wounds, Gunshot|Arm Injuries|Leg Injuries|Soft Tissue Injuries","No","Observational","September 2014","June 2016",,,,"All",,,,,"Jordan",,"457",,
2766,"Completed","To assess whether HIV-infected infants who receive a heptavalent pneumococcal conjugate vaccine have more local reactions at the site of injection and systemic reactions than placebo subjects. To assess whether this vaccine is more immunogenic than placebo following the third vaccination.||Children with HIV infection are at increased risk for invasive pneumococcal infection, particularly bacteremia. A large proportion of pneumococcal disease is caused by a limited number of serotypes. The maximum number of pneumococcal serotypes that can be included in a new conjugate vaccine is felt to be limited by the amount of carrier protein. A heptavalent pneumococcal conjugate vaccine has been developed that consists of pneumococcal capsular saccharides from serotypes 4, 6B, 9V, 14, 18C, 19F, and 23F bound to a diphtheria toxin mutant carrier protein.","HIV Infections|Pneumococcal Infections","No","Interventional",,"October 1999","Pneumococcal Vaccine, Polyvalent (23-valent)|Pneumococcal Conjugate Vaccine, Heptavalent|Placebo","Biological|Biological|Biological","Phase 1","All","6 Months","2 Months","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Puerto Rico|Puerto Rico","Randomized","60",,
2767,"Unknown status","The primary objective is to demonstrate that the risk of S. aureus bacteremia (SAB) is correlated to the RNA III and SprD RNAs expression","Staphylococcus Aureus","No","Observational","February 21, 2018","April 11, 2020","biological analysis","Other",,"All",,"18 Years",,,"France",,"198",,
2768,"Completed","The purpose of this study is to compare the incidence of cardiac implantable electronic device (CIED) infection and CIED mechanical complication after CIED replacement with a high-power cardiac implantable electronic device; either a cardiac resynchronization therapy device (CRT), or an implantable cardioverter defibrilator (ICD) and TYRX Anti-Bacterial Envelope (formerly known as ""AIGISRx""), to the incidence, after replacement with an ICD or CRT and no TYRX.","Cardiac Implantable Electronic Device Infection","No","Observational","January 2010","May 2015",,,,"All",,"18 Years",,,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States",,"1262",,"96|46"
2769,"Unknown status","The number of patients requiring joint replacement is increasing due to its success in restoring function and pain relief, and the growing population of the elderly. One of the most serious complications of arthroplasty is joint prosthesis infection. Due to the absence of prospective, randomized, controlled studies, there is no consensus concerning diagnosis and treatment of prosthetic joint infections. The main objective of this trial is to evaluate the clinical efficacy of rifampin combination therapy versus monotherapy using cloxacillin or vancomycin in early staphylococcal infections after total hip and knee arthroplasty.","Prosthesis-related Infections|Staphylococcal Infections","No","Interventional","April 2006","December 2014","Rifampin-combination therapy|Monotherapy","Drug|Drug","Phase 4","All",,,"Treatment","Parallel Assignment","Norway|Norway|Norway|Norway|Norway|Norway|Norway|Norway","Randomized","100",,
2770,"Completed","Surgical site infection (SSI) after breast and axillary surgery occurs more often than for other clean surgical procedures. Infection in the setting of sick woman could delay the adjuvant therapy and result increase morbidity and mortality. Also this increased costs associated with health care.Surgical drains have been noted as a potential source for surgical site infections. The primary aim of the study is to determine if chlorhexidine occlusive dressings applied to the intervention drain sites effectively decreases rates of bacterial colonization in drain fluid and drain tips compared to standard care.","Breast Cancer","No","Interventional","October 3, 2016","May 30, 2018","Antiseptic occlusive dressing group","Device","Not Applicable","Female",,"18 Years","Prevention","Parallel Assignment","Mexico","Randomized","116",,
2771,"Completed","This study, conducted in Korea, will examine why some people are more susceptible to tuberculosis (TB) than others and why some strains of M tuberculosis (the bacteria that causes TB) are more difficult to treat or become resistant to drug treatments. The study will compare blood samples and other medical information from patients with different kinds of tuberculosis and with healthy volunteers to identify patient and bacterial characteristics that contribute to disease susceptibility, treatment failure, disease recurrence and multi-drug resistance.||Healthy volunteers and patients with tuberculosis who are 20 years of age or older may be eligible for this study. Subjects are recruited from among patients receiving treatment for tuberculosis at the National Masan Tuberculosis Hospital in the Republic of Korea and from healthy people visiting government health care centers for annual medical checkups. The latter include people who have had TB but are cured; people who have been exposed to TB, but currently have no signs of disease; and those who have not been exposed to TB.||Participants with tuberculosis undergo the following tests and procedures:||Medical history, including past treatments for TB, and review of medical records|Interview about home and work|Sputum collection to test for the kind of TB bacteria present and for genetic studies of the bacteria|Drug treatment for TB|Blood draws as part of regular patient care, for HIV testing, and for genetic studies|Chest x-rays as part of routine patient care|In patients with recurrent disease, examination of the strains from both bouts of disease to determine if it is a recurrence of the same organism or infection with a new strain.||Healthy volunteers undergo the following tests and procedures:||Brief medical history|Blood draw to look for exposure to TB and for genetic studies|Review of previous x-ray to look for active TB","Tuberculosis","Accepts Healthy Volunteers","Observational","January 3, 2005","January 29, 2018",,,,"All",,"20 Years",,,"Korea, Republic of|Korea, Republic of",,"777",,
2772,"Recruiting","The primary objective of this study is to generate evidence demonstrating the domain specification via modern psychometric methods, reliability, validity, and responsiveness of Quality of Life - Bronchiectasis (QoL-B) and Patient-Reported Outcome Measurement Information System - Fatigue-Short Form (PROMIS F-SF 7a) in participants with newly diagnosed nontuberculous mycobacterial (NTM) lung infection caused by Myobaxterium avium Complex (MAC).","Mycobacterium Infections, Nontuberculous","No","Interventional","December 22, 2020","February 28, 2022","ALIS|Azithromycin|Ethambutol|ELC","Drug|Drug|Drug|Drug","Phase 3","All",,"18 Years","Other","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Argentina|Argentina|Argentina|Argentina|Argentina|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Canada|Chile|Chile|Denmark|Denmark|Denmark|Denmark|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Hungary|Israel|Israel|Israel|Israel|Israel|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Spain|Spain|Spain|Spain|Spain|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan","Randomized","100",,
2773,"Completed","Participants who meet the eligibility criteria and who consent to participation or whose parents/legal guardian consent to their participation, will be enrolled in the study for a period of up to 14 days. Enrolment visit (Day 1) assessments for all participants will include the collection of throat swabs, testing by staff at the site using the ellume·lab Group A Strep Test and testing for Group A Streptococcus by a central laboratory using bacterial culture and polymerase chain reaction (PCR). All participants will be followed up with a phone assessment of adverse events between Days 2-14.","Group A Streptococcal Infection","No","Interventional","May 24, 2017","August 15, 2018","ellume.lab Group A Streptococcus Test","Diagnostic Test","Not Applicable","All",,"3 Years","Diagnostic","Single Group Assignment","Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia","N/A","132",,
2774,"Terminated","This study evaluates the role of oral vancomycin in the prevention of recurrent Clostridium difficile for hospitalized patients receiving systemic antibiotic therapy. Half of participants will receive oral vancomycin daily, while the other half will receive a placebo.","Clostridium Difficile Infection","No","Interventional","June 8, 2017","April 22, 2021","Oral Vancomycin|Placebo","Drug|Drug","Phase 4","All",,"18 Years","Prevention","Parallel Assignment","United States","Randomized","65",,
2775,"Recruiting","The main objective of this study is to evaluate the efficacy of ALIS (amikacin liposome inhalation suspension) + Azithromycin + Ethambutol compared to the ELC (empty liposome control) + Azithromycin + Ethambutol on participant reported respiratory symptoms at Month 13.","Mycobacterium Infections, Nontuberculous","No","Interventional","December 22, 2020","August 21, 2023","ALIS|Azithromycin|Ethambutol|ELC (matching placebo for ALIS)","Drug|Drug|Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Argentina|Argentina|Argentina|Argentina|Argentina|Argentina|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Australia|Canada|Chile|Chile|Denmark|Denmark|Denmark|Denmark|France|France|France|France|France|France|France|France|France|France|France|France|France|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Hungary|Israel|Israel|Israel|Israel|Israel|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Italy|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|New Zealand|New Zealand|New Zealand|New Zealand|Spain|Spain|Spain|Spain|Spain|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan","Randomized","250",,
2776,"Unknown status","In type 2 diabetics, progression from chronic kidney disease to end stage renal disease may be slowed down by therapeutic interventions as angiotensin converting enzyme inhibitors use, control of high blood pressure and proteinuria, control of hyperglycaemia, protein intake restriction, smoking cessation.||Correcting anaemia in these patients may prevent impairment of renal function. International guidelines indicate that haemoglobin level has to be of 110 g/L in these patients. We conduct an interventional randomized trial to evaluate the potential benefit of an haemoglobin level of 130 g/L in patients with type 2 diabetes and with a chronic kidney disease defined by a Cockcroft's creatinine clearance of 25 - 60 ml/min.","Chronic Kidney Disease","No","Interventional","January 2004",,"GROUP A: if necessary, martial treatment and / or erythropoietin treatment to achieve the goal of haemoglobin level from 110 to 129 g/L.|GROUP B: martial treatment and / or erythropoietin treatment to achieve the goal of haemoglobin level from 130 to 149 g/L","Drug|Drug","Not Applicable","All","80 Years","18 Years","Prevention","Parallel Assignment","France","Randomized","204",,
2777,"Unknown status","Although cleaning dentures by immersion in chemical denture cleaning solutions is effective in reducing the number of bacteria, a large number remains adhering to the denture surface. Thus, the mechanical cleansing of dentures is imperative to remove adherent microbes, and prevent diseases. This is not always easy to achieve, due to un-compliant patients, or patients with diminished manual dexterity (e.g. Mani phalanx dysfunction or Rheumatoid Arthritis) that often require assistance in cleaning their dentures, which may not always be available.||Therefore, the modification of denture base materials to provide them with antibacterial properties to control oral biofilm formation, and producing dentures that can be cleaned by simply rinsing in water would prove to be valuable in oral hygienic management in complete denture-wearing patients.","Candida Infection|Denture Stomatitis","Accepts Healthy Volunteers","Interventional","October 15, 2018","January 15, 2019","Titanium Dioxide Nanoparticles","Combination Product","Not Applicable","All","70 Years","40 Years","Prevention","Parallel Assignment",,"Randomized","20",,
